,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
402,ROOFTOP,"721 E 1st St, Grimes, IA 50111, USA",ChIJLbaOgTIm7IcRKMomVs3m5P4,Radish,41.688619,-93.7851764,1,50111,OK,"establishment,food,point_of_interest,restaurant"
403,ROOFTOP,"200 Hamilton Ave, Palo Alto, CA 94301, USA",ChIJoUToTjq7j4ARwuGAUEUtBlE,Fraiche Yogurt,37.443922,-122.161247,2,94301,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
404,ROOFTOP,"732 22nd St, San Francisco, CA 94107, USA",ChIJL0eR87l_j4ARzVaL9P2vdDc,Dogpatch Cafe,37.7580453,-122.3889006,1,94107,OK,"cafe,establishment,food,point_of_interest,restaurant"
405,ROOFTOP,"990 Alamo Dr, Vacaville, CA 95687, USA",ChIJwRiijOMXhYARo8ZRWHtYQwM,Yin Mcdonalds,38.3422501,-121.9946113,1,95687,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
406,ROOFTOP,"425 Ellis St, San Francisco, CA 94102, USA",ChIJT2aDGJCAhYARFl-1vDCtFG8,Tikka Masala Ellis,37.784726,-122.4132466,1,94102,OK,"establishment,food,point_of_interest,restaurant"
407,ROOFTOP,"1345 Bush St, San Francisco, CA 94109, USA",ChIJ3_EJYpSAhYARH4cWCkWrF-k,Moussys,37.7885958,-122.4193488,1,94109,OK,"establishment,food,point_of_interest,restaurant"
408,GEOMETRIC_CENTER,"Caddo National Grassland, Honey Grove, TX 75446, USA",ChIJU1VVVUUJS4YRvQqOuZ78H9Q,Grasslands,33.7304408,-95.97268319999999,1,75446,OK,"establishment,park,point_of_interest"
409,GEOMETRIC_CENTER,"Pier 30, San Francisco, CA 94105, United States",ChIJRdtRynaAhYARagrKDgRYYHM,Red's Java House,37.7872148,-122.3874311,1,94105,OK,"establishment,food,point_of_interest,restaurant"
410,ROOFTOP,"2918 24th St, San Francisco, CA 94110, USA",ChIJlXsx5Uh-j4AR_8uIuhDEQjQ,Low Cost Meat Market #3,37.7528945,-122.4105278,2,94110,OK,"establishment,food,point_of_interest,store"
411,ROOFTOP,"299 Divisadero St, San Francisco, CA 94117, USA",ChIJj4z87Uh-j4AR-oRcKl0oCw8,Wholesome Bakery,37.772095,-122.4373678,1,94117,OK,"bakery,establishment,food,point_of_interest,store"
412,ROOFTOP,"939 Clement St, San Francisco, CA 94118, USA",ChIJbdUDKhaHhYAR8AEy0KU71Vw,House Of Banquet,37.7826064,-122.4694263,1,94118,OK,"establishment,food,point_of_interest,restaurant"
413,ROOFTOP,"3821, 1401 Powell St, San Francisco, CA 94133, United States",ChIJV3n0SfKAhYARclvkZtY4xIw,Souffles Cafe,37.7975607,-122.4104948,1,94133,OK,"cafe,establishment,food,point_of_interest,restaurant"
414,,,,Buyer's Best Friend Inc,,,0,,ZERO_RESULTS,
415,GEOMETRIC_CENTER,"San Francisco, CA 94133, USA",ChIJ74k34POAhYARml0POMYWW5k,Buyer's Best Friend Mercato,37.7992102,-122.4083003,1,94133,OK,"bar,establishment,point_of_interest"
416,,,,Buyers Best Friend Wholesale,,,0,,ZERO_RESULTS,
417,ROOFTOP,"3515 20th St A, San Francisco, CA 94110, USA",ChIJvQeVFjx-j4ARhzTzWtkGdDY,Tao Yin Inc,37.7584217,-122.4195981,1,94110,OK,"establishment,food,point_of_interest,restaurant"
418,ROOFTOP,"2606 S Sheridan Rd, Tulsa, OK 74129, USA",ChIJY4EoIVHttocR31_0dP4aJnE,Happy Donut,36.1255183,-95.9050745,1,74129,OK,"bakery,establishment,food,point_of_interest,store"
419,ROOFTOP,"10905 Shoreline Hwy, Point Reyes Station, CA 94956, USA",ChIJC4jstoPGhYAR7_sdDXpQpyo,Marin Sun Farms Inc,38.063652,-122.805192,1,94956,OK,"establishment,food,point_of_interest,store"
420,ROOFTOP,"2455 Mason St, San Francisco, CA 94133, USA",ChIJ7T_EvOSAhYARZgxJZPEuupw,Cafe Pescatore,37.806313,-122.413973,1,94133,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
421,ROOFTOP,"134 Bala Ave, Bala Cynwyd, PA 19004, USA",ChIJi75QEVnHxokRt7BI16XNM3I,Pescatore Restaurant,40.0048473,-75.2322691,1,19004,OK,"establishment,food,point_of_interest,restaurant"
422,APPROXIMATE,"Cupola Pond, Pine Township, MO 63935, USA",ChIJC8p7Mkgw14cRAgU8JaK5LjQ,Cupola,36.7992218,-91.0895742,1,63935,OK,"establishment,natural_feature"
423,ROOFTOP,"1901 Ocean Ave, San Francisco, CA 94127, USA",ChIJey3VGMx9j4ARwgxO8IrzmXw,The Foglifter Cafe,37.7251726,-122.4624205,1,94127,OK,"cafe,establishment,food,point_of_interest"
424,ROOFTOP,"3126 16th St, San Francisco, CA 94103, USA",ChIJjX_6QSJ-j4ARUKV1G9o5QxM,Stanza Coffee,37.7649988,-122.4226528,2,94103,OK,"cafe,establishment,food,point_of_interest,store"
425,ROOFTOP,"181 Main St, Cold Spring Harbor, NY 11724, USA",ChIJ58WBggYo6IkR1FL5rtESz4g,Feel Group Hospitality Inc,40.8713973,-73.45689109999999,1,11724,OK,"establishment,point_of_interest"
426,,,,Tii Investment Corp,,,0,,ZERO_RESULTS,
427,ROOFTOP,"7200 S Las Vegas Blvd, Las Vegas, NV 89119, USA",ChIJW8L7KVnPyIAR55L43oDCHFc,Booze And Bites,36.0596893,-115.1715273,1,89119,OK,"bar,establishment,food,point_of_interest,restaurant"
428,ROOFTOP,"579 Hayes St, San Francisco, CA 94102, USA",ChIJlzv33JiAhYARGE8qqaN7lDM,Two Sisters Bar And Books,37.7764194,-122.4258472,1,94102,OK,"bar,book_store,establishment,point_of_interest,store"
429,ROOFTOP,"200 Pine St, San Francisco, CA 94104, USA",ChIJb1xx9WGAhYARNYsInrr-gkc,Chez Fayala,37.7923711,-122.4001537,1,94104,OK,"establishment,food,point_of_interest,restaurant"
430,ROOFTOP,"937 Howard St, San Francisco, CA 94103, USA",ChIJo6_iSYGAhYARx4wQHYZXCv8,Tin Vietnamese Cuisine,37.78072179999999,-122.4057109,1,94103,OK,"establishment,food,point_of_interest,restaurant"
431,ROOFTOP,"1309 Howard St, San Francisco, CA 94103, USA",ChIJU4RHTp2AhYARn0KtX2a1v7s,Bacetti,37.774677,-122.4132249,1,94103,OK,"establishment,food,point_of_interest,store"
432,,,,Didomax,,,0,,ZERO_RESULTS,
433,ROOFTOP,"316 Floyd Blvd # 1, Sioux City, IA 51101, USA",ChIJPVDc7Xb9jYcROmIJADkwMJE,Kings Coffee And Tea Inc,42.493433,-96.39322080000001,1,51101,OK,"cafe,establishment,food,point_of_interest"
434,ROOFTOP,"900 Sutter St, San Francisco, CA 94109, USA",ChIJbQyGMZKAhYARvtrfndbObvQ,Han's Coffee Shop,37.7884664,-122.4153256,1,94109,OK,"cafe,establishment,food,point_of_interest,store"
435,ROOFTOP,"6435 Farm Road 603, Clyde, TX 79510, USA",ChIJQ31Ggb7qVoYR1pRFUTUnqms,Steves Mobile Deli,32.335427,-99.562157,1,79510,OK,"car_wash,establishment,point_of_interest"
436,,,,Ebbett's Good To Go Inc,,,0,,ZERO_RESULTS,
437,ROOFTOP,"233 14th St, San Francisco, CA 94103, USA",ChIJHcS8TSF-j4ARjeox-YgN5tc,Mission Public,37.7681835,-122.4186412,1,94103,OK,"cafe,establishment,food,point_of_interest,restaurant"
438,ROOFTOP,"2925 Avenue P, Brooklyn, NY 11229, USA",ChIJgYgaZ6JEwokRtq2lOg_soe8,Cafe Savor,40.61221,-73.944317,2,11229,OK,"cafe,establishment,food,point_of_interest,restaurant"
439,ROOFTOP,"3463 16th St, San Francisco, CA 94114, USA",ChIJua_3Axx-j4ARSd0ZP_uavCc,Cafe Sophie,37.7642273,-122.4299696,1,94114,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
440,ROOFTOP,"1920 N Coit Rd # 250, Richardson, TX 75080, USA",ChIJ35bT9_IhTIYRB3ngTe-bGsk,Hisago,32.9773339,-96.7673008,1,75080,OK,"establishment,food,point_of_interest,restaurant"
441,GEOMETRIC_CENTER,"3505 17th St B, San Francisco, CA 94110, United States",ChIJp0O8eBh-j4ARSq-eVI8Fe9E,Clare's Deli,37.763036,-122.42438,1,94110,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant,store"
442,ROOFTOP,"1480 N Milwaukee Ave, Chicago, IL 60622, USA",ChIJAUM_VcbSD4gRv4GMTDc4nzo,Umami Burger,41.9087226,-87.6751027,1,60622,OK,"bar,establishment,food,point_of_interest,restaurant"
443,APPROXIMATE,"London Borough of Harrow, UK",ChIJsdjk2n0TdkgRQGjsoi2uDgQ,Harrow,51.58814109999999,-0.3422736,2,,OK,"administrative_area_level_3,political"
444,ROOFTOP,"6745 Lenox Center Ct, Memphis, TN 38115, USA",ChIJIQHp7Liaf4gRzX5bKwyxYKM,Square Meals,35.0585319,-89.8387614,1,38115,OK,"cafe,establishment,food,point_of_interest"
445,ROOFTOP,"600 York St, San Francisco, CA 94110, USA",ChIJN46aJDF-j4ARt5I3qDR4jQo,Cafe Taboo,37.7616915,-122.4094005,1,94110,OK,"bar,establishment,food,meal_takeaway,point_of_interest,restaurant"
446,ROOFTOP,"2035 Polk St, San Francisco, CA 94109, USA",ChIJbzX6K9eAhYAR7MjAQe5dDks,New Country Sky,37.795376,-122.4219032,1,94109,OK,"establishment,food,meal_delivery,point_of_interest,restaurant"
447,ROOFTOP,"3131 Fillmore St, San Francisco, CA 94123, USA",ChIJm5eHhNCAhYARnuWgC_zhLSE,Cellar Door Sf,37.7984027,-122.435972,1,94123,OK,"bar,establishment,food,point_of_interest"
448,ROOFTOP,"7030 S Yale Ave #810, Tulsa, OK 74136, USA",ChIJr-SAR0OStocRUvvSBg-SqF4,Pe Yale,36.0618937,-95.9238094,1,74136,OK,"establishment,finance,point_of_interest"
449,,,,Tru Gourmet Inc,,,0,,ZERO_RESULTS,
450,ROOFTOP,"1616 Rue Sainte-Catherine O, Montréal, QC H3H 1L7, Canada",ChIJKSVC6msayUwRUQacCvxLrS4,Youki Ramen,45.493982,-73.5787514,1,H3H 1L7,OK,"establishment,food,point_of_interest,restaurant"
451,ROOFTOP,"670 Corydon Ave, Winnipeg, MB R3M 0X7, Canada",ChIJw_uy6gR06lIRT9NgsHv5Ky4,Colosseo Ristorante & Bar Ital,49.8714792,-97.15041629999999,1,R3M 0X7,OK,"establishment,food,point_of_interest,restaurant"
452,ROOFTOP,"2499 Folsom St, San Francisco, CA 94110, USA",ChIJAbo0sTl-j4ARY3-u5MKU0nA,Joey And Pat's Bakery & Coffee,37.7574107,-122.4144293,1,94110,OK,"bakery,cafe,establishment,food,point_of_interest,store"
453,ROOFTOP,"322 Kearny St, San Francisco, CA 94133, USA",ChIJxQr0KoqAhYARzMxol94P_fs,Darn Good Food,37.7912059,-122.4039351,1,94133,OK,"establishment,food,point_of_interest,restaurant"
454,ROOFTOP,"113 S Penn Ave, Independence, KS 67301, USA",ChIJ1y6LIxUruIcRz-MTkjTEBGE,Just Eat It,37.222685,-95.70700099999999,1,67301,OK,"establishment,food,point_of_interest,restaurant"
455,ROOFTOP,"1865 Post St, San Francisco, CA 94115, USA",ChIJv8b_-LiAhYAR7pOc3SMANNo,Pa'ina Lounge & Restaurant,37.785132,-122.432371,1,94115,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
456,ROOFTOP,"900 Avenue D, San Francisco, CA 94130, USA",ChIJnR4PmsuBhYARDKZm3DLvfh0,Treasure Island Event Venue,37.82710489999999,-122.374082,1,94130,OK,"establishment,point_of_interest"
457,ROOFTOP,"4720 Ruby Ave, Midlothian, TX 76065, USA",ChIJTQKUp8-MToYR3Eru2aR-Se8,Oasis Bar And Grill,32.5337652,-96.9777314,1,76065,OK,"bar,establishment,night_club,point_of_interest"
458,ROOFTOP,"409 Gough St, San Francisco, CA 94102, USA",ChIJKz56lpiAhYAR56S9hLnUTSI,Dobbs Ferry Restaurant,37.7770833,-122.4231858,1,94102,OK,"bar,establishment,food,point_of_interest,restaurant"
459,ROOFTOP,"3431 19th St, San Francisco, CA 94110, USA",ChIJCUUF9Tx-j4ARLDIdSz4aUzU,Hogs And Rocks Llc,37.7600837,-122.4198861,1,94110,OK,"bar,establishment,food,point_of_interest,restaurant"
460,ROOFTOP,"524 Van Ness Ave, San Francisco, CA 94102, USA",ChIJVT3cw5mAhYARGwqWxkoO03M,O3 Bistro & Lounge,37.7805507,-122.4201564,1,94102,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
461,ROOFTOP,"1300 Fillmore St, San Francisco, CA 94115, USA",ChIJ89VKybuAhYARLk6Vxba8Hbg,Patisserie Norina,37.781588,-122.4321368,1,94115,OK,"bakery,establishment,food,point_of_interest,store"
462,ROOFTOP,"1710 Mission St, San Francisco, CA 94103, USA",ChIJOW2G4yB-j4AR_WQjoS8y7k0,Rice Paper Scissors,37.7697265,-122.4203894,2,94103,OK,"establishment,food,point_of_interest,restaurant"
463,ROOFTOP,"678 Chenery St, San Francisco, CA 94131, USA",ChIJ18adnmR-j4ARaYGulJ-TrvU,Tataki Canyon,37.7346444,-122.433661,1,94131,OK,"establishment,food,point_of_interest,restaurant"
464,ROOFTOP,"4826 Mission St, San Francisco, CA 94112, USA",ChIJSbArBIV-j4ARMQUdLovEosM,Doctor's Lounge,37.7209854,-122.437945,1,94112,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
465,ROOFTOP,"9 S Main St, Natick, MA 01760, USA",ChIJw50qZf-G44kRQkZIfng9LZ0,Fete Catering,42.28322110000001,-71.3474327,1,01760,OK,"establishment,food,point_of_interest"
466,ROOFTOP,"2486 Sacramento St, San Francisco, CA 94115, USA",ChIJIWTERsaAhYARC37cKHNCqJA,Bay Subs & Deli,37.7900029,-122.4337984,2,94115,OK,"establishment,food,point_of_interest,restaurant"
467,ROOFTOP,"2019, 407 Castro St, San Francisco, CA 94114, United States",ChIJnRGRVht-j4AR8meAbWNMBFw,Hot Cookie,37.762297,-122.434934,1,94114,OK,"bakery,establishment,food,point_of_interest,store"
468,ROOFTOP,"6257 E 21st St N, Wichita, KS 67208, USA",ChIJifJFZi39uocR4wC9ecG-rN4,Marrakech Moroccan Restaurant,37.7224842,-97.26307539999999,1,67208,OK,"establishment,food,point_of_interest,restaurant"
469,ROOFTOP,"701 Randolph St, San Francisco, CA 94132, USA",ChIJrYth_jV8j4ARZyMltptA7lE,April Nine Thai Kitchen,37.71406899999999,-122.469082,1,94132,OK,"establishment,food,point_of_interest,restaurant"
470,ROOFTOP,"602 E Dixie Dr, Asheboro, NC 27203, USA",ChIJCeOb6OdoU4gRhyrTblvFSoA,Golden Waffle,35.6894313,-79.805791,2,27203,OK,"establishment,food,point_of_interest,restaurant"
471,ROOFTOP,"431 2nd St, San Francisco, CA 94107, USA",ChIJLRMlaHmAhYARF1yiHGPWOZU,France Delices,37.7838832,-122.3943019,2,94107,OK,"establishment,food,meal_takeaway,point_of_interest,restaurant"
472,ROOFTOP,"1525 W 13th St, Upland, CA 91786, USA",ChIJmxmxJw4xw4ARmN7N0y6Sbrg,Vu Danny,34.1110407,-117.6789139,1,91786,OK,"establishment,health,point_of_interest"
473,ROOFTOP,"10901 N Lamar Blvd, Austin, TX 78753, USA",ChIJr7YXSVvJRIYRRgntn6P9CI4,New Fortune Dim Sum,30.3778041,-97.68781150000001,1,78753,OK,"establishment,food,point_of_interest,restaurant"
474,ROOFTOP,"3170 16th St, San Francisco, CA 94103, USA",ChIJe8O9ciJ-j4ARYXtakvRMJg8,Big Lantern,37.7650406,-122.4234894,1,94103,OK,"bar,establishment,food,point_of_interest,restaurant"
475,ROOFTOP,"2295 3rd St, San Francisco, CA 94107, USA",ChIJ53AnSbh_j4ARvydg9pSwD3c,Wooly Pig Cafe,37.7606379,-122.3883769,1,94107,OK,"cafe,establishment,food,point_of_interest,restaurant"
476,ROOFTOP,"1718 S Elm St, Sherman, TX 75090, USA",ChIJAcxKsJ1iTIYRojBEa1GyFZI,903,33.6172681,-96.60702979999999,1,75090,OK,"establishment,food,point_of_interest"
477,ROOFTOP,"3715 S Dixie Hwy, West Palm Beach, FL 33405, USA",ChIJVSosFqrX2IgRHJStAdOUlGo,Cholo Soy,26.6777922,-80.054896,2,33405,OK,"establishment,food,point_of_interest,restaurant"
478,ROOFTOP,"199 New Montgomery St, San Francisco, CA 94105, USA",ChIJm95MGH2AhYAR7HYc8bm3M-8,The Roastery,37.7865787,-122.3992711,1,94105,OK,"cafe,establishment,food,point_of_interest,store"
479,ROOFTOP,"1105 N Market St, Wilmington, DE 19801, USA",ChIJ6ZWyaD_9xokRapZch-zKapw,Lener Consulting Services,39.747302,-75.54710639999999,1,19801,OK,"establishment,finance,point_of_interest"
480,ROOFTOP,"1500 N Rock Rd, Derby, KS 67037, USA",ChIJPRb0rzvwuocRr3KzaEkMlN4,Bread & Butter Coffee House,37.562885,-97.2439282,1,67037,OK,"bakery,cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store"
481,ROOFTOP,"210 E 3rd Ave, San Mateo, CA 94401, USA",ChIJ4_TDZHCej4ARXeiX7Lmw-7k,Abc Bakery Cafe Inc,37.5650517,-122.3228895,1,94401,OK,"cafe,establishment,food,point_of_interest,restaurant"
482,ROOFTOP,"1922 Martin Luther King Jr Way, Berkeley, CA 94704, USA",ChIJK17t8ph-hYARKL_ahjCXqxs,Secret Scoop,37.872732,-122.2732995,1,94704,OK,"establishment,food,point_of_interest,store"
483,ROOFTOP,"1122 Main St, Parsons, KS 67357, USA",ChIJMw6WQpcauIcR8skb69egpwk,St Vincent,37.3401932,-95.25156199999999,1,67357,OK,"establishment,point_of_interest,store"
484,GEOMETRIC_CENTER,"The East Cut, San Francisco, CA 94105, USA",ChIJfZOy3mKAhYAR71vqNWz1prU,The Sandwich Stand,37.7888394,-122.3988919,1,94105,OK,"establishment,food,point_of_interest,restaurant"
485,ROOFTOP,"3717 Balboa St, San Francisco, CA 94121, USA",ChIJceFGi0h-j4ARvF764uVenCM,Butter Love Bakeshop,37.7754884,-122.4987752,1,94121,OK,"bakery,establishment,food,point_of_interest,store"
486,ROOFTOP,"331 White St, Norman, OK 73069, USA",ChIJKyj9F9FpsocRNU8mxVvxquk,Whipped & Beaten,35.2130675,-97.44505579999999,1,73069,OK,"bakery,establishment,food,point_of_interest,store"
487,ROOFTOP,"251 Geary St, San Francisco, CA 94102, USA",ChIJ0_zQNY-AhYARG7orCWs5IJ4,Tout Sweet Patisserie,37.7870532,-122.4073489,1,94102,OK,"bakery,establishment,food,point_of_interest,store"
488,ROOFTOP,"Okefenokee Swamp Park, 5700 Okefenokee Swamp Park Rd, Waycross, GA 31503, USA",ChIJAQAAAJD674gRhnjP9GU6Zzs,Swamp,31.056794,-82.27232699999999,1,31503,OK,"establishment,park,point_of_interest,travel_agency,zoo"
489,ROOFTOP,"McKesson Plaza, 1 Post St, San Francisco, CA 94104, USA",ChIJNTpfNoiAhYAR_TIN-45K5xg,Hayahon,37.7887748,-122.4026655,1,94104,OK,"establishment,food,point_of_interest,restaurant"
490,ROOFTOP,"2222 Palou Ave, San Francisco, CA 94124, USA",ChIJVajj6xl_j4ARLGdKHNRpXys,Feve Artisan Chocolatier Llc,37.7411009,-122.4024864,1,94124,OK,"establishment,food,point_of_interest,store"
491,ROOFTOP,"166G/5 Khalid Bin Walid Rd, M.C.G.P.C.H.S MCGP CHS PECHS, Karachi, Karachi City, Sindh 75400, Pakistan",ChIJAUDRT-w-sz4RHOXpHQqWD8I,Karachi Chicken Inc,24.8808261,67.0619403,1,75400,OK,"establishment,food,point_of_interest,restaurant"
492,ROOFTOP,"407 Clement St, San Francisco, CA 94118, USA",ChIJi9QC-DuHhYARab2oeZUARr8,New Dna Cafe,37.7827829,-122.46363,1,94118,OK,"cafe,establishment,food,point_of_interest"
493,ROOFTOP,"177 Tartan Dr, Johnstown, CO 80534, USA",ChIJI-ZaIS6qbocRTE-scMx_aYY,After Osha Llc,40.3384654,-104.950287,1,80534,OK,"establishment,point_of_interest"
494,ROOFTOP,"3722, 9119 Olive Blvd, Olivette, MO 63132, United States",ChIJR4wa95c034cRgi9KJ_ZnFmM,Chevys Fresh Mex,38.6743974,-90.3650036,1,63132,OK,"establishment,food,point_of_interest,restaurant"
495,ROOFTOP,"1400 W 190th St Ste A, Torrance, CA 90501, USA",ChIJk108eIa2t4kRSoUKtBkOhsE,Great Steak And Potato,33.8579496,-118.3031467,1,90501,OK,"establishment,food,point_of_interest,restaurant"
496,ROOFTOP,"7700 E Kellogg Dr, Wichita, KS 67207, USA",ChIJT42Snrz8uocRiinL-_3RaSE,Dq Orange,37.683227,-97.246927,1,67207,OK,"establishment,food,point_of_interest,store"
497,ROOFTOP,"1447 N Sedgwick St, Chicago, IL 60610, USA",ChIJYR_bnzjTD4gRb32OsMuQ0hY,Evas Coffee,41.9089485,-87.6382532,1,60610,OK,"cafe,establishment,food,point_of_interest"
498,ROOFTOP,"304 Vicksburg St, San Francisco, CA 94114, USA",ChIJJ8f9lRR-j4ARmJs4cn9SSe0,Olive This Olive That,37.751409,-122.428668,1,94114,OK,"establishment,food,grocery_or_supermarket,point_of_interest,store"
499,ROOFTOP,"4475 Northpark Dr, Colorado Springs, CO 80907, USA",ChIJ1__arshPE4cROexSQUiaH9c,La Bella Vita,38.8964976,-104.8270231,1,80907,OK,"establishment,food,point_of_interest,restaurant"
